what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.aptana.ide.editor.erb,1.2.3.26264,"com.aptana.ide.editor.erb",1254953646797
stopped,bundle,com.aptana.radrails.cloud,1.0.2.25649,"com.aptana.radrails.cloud",1254953646797
stopped,bundle,org.radrails.server.ui,1.3.0.25649,"org.radrails.server.ui",1254953646797
stopped,bundle,org.radrails.rails.ui,1.3.1.26334,"org.radrails.rails.ui",1254953646797
stopped,bundle,org.rubypeople.rdt.branding,1.2.0.20295,"org.rubypeople.rdt.branding",1254953646797
stopped,bundle,com.aptana.rdt.ui,1.3.1.26356,"com.aptana.rdt.ui",1254953646797
stopped,bundle,org.radrails.server.core,1.2.2.26357,"org.radrails.server.core",1254953646797
stopped,bundle,org.rubypeople.rdt.testunit,1.2.3.26263,"org.rubypeople.rdt.testunit",1254953646797
stopped,bundle,org.rubypeople.rdt.debug.ui,1.3.1.26263,"org.rubypeople.rdt.debug.ui",1254953646797
stopped,bundle,org.eclipse.ui.cheatsheets,3.3.200.v20090526,"org.eclipse.ui.cheatsheets",1254953646798
stopped,bundle,com.aptana.ide.documentation,1.5.0.25411,"com.aptana.ide.documentation",1254953646798
stopped,bundle,com.aptana.ide.js.docgen,1.5.0.24896,"com.aptana.ide.js.docgen",1254953646799
stopped,bundle,com.aptana.ide.editor.php.preview,1.1.0.25774,"com.aptana.ide.editor.php.preview",1254953646799
stopped,bundle,com.aptana.ide.editor.phpdocumentor,1.1.0.25774,"com.aptana.ide.editor.phpdocumentor",1254953646799
stopped,bundle,com.aptana.ide.php.debug.ui,1.1.0.25777,"com.aptana.ide.php.debug.ui",1254953646799
stopped,bundle,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui",1254953646799
stopped,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1254953646799
stopped,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1254953646799
stopped,bundle,org.eclipse.wtp.epp.package.jee.intro,1.2.0.20090617-0522,"org.eclipse.wtp.epp.package.jee.intro",1254953646799
stopped,bundle,com.aptana.ide.desktop.integration,1.5.0.25497,"com.aptana.ide.desktop.integration",1254953646799
stopped,bundle,com.aptana.ide.desktop.integration.server,1.5.0.25497,"com.aptana.ide.desktop.integration.server",1254953646799
stopped,bundle,com.aptana.ide.syncing.professional,1.5.0.25489,"com.aptana.ide.syncing.professional",1254953646799
stopped,bundle,com.aptana.ide.professional.licensing,1.5.0.25826,"com.aptana.ide.professional.licensing",1254953646799
stopped,bundle,com.aptana.ide.reporting,1.5.0.26125,"com.aptana.ide.reporting",1254953646799
stopped,bundle,com.aptana.ide.samples.ui,1.5.0.26125,"com.aptana.ide.samples.ui",1254953646799
